message,spam
Brauche Zimmer für ein Handwerker,0
"Hallo, mein Mann und ich möchten für längere Zeit eine Wohnung mit Küche, Dusche und WC mieten. Wir arbeiten bei SEDA in Neuhaus der Pegnitz.",0
"Guten Morgen, haben Sie vom 05.07.2024 bis zum 07.07.2024 ein Zimmer für 2 Personen mit getrennten Betten?   Grüße  Maciej Maciejewski",0
"Guten Tag. Ich bin auf der Suche nach einem Einzelzimmer für meine 23jährige Tochter, die für 6 Monate ab 01.10.24 ihre praktische Ausbildung  am Amtsgericht Itzehoe macht. Hätten Sie ein Zimmer frei?  Danke und Grüße  Silke Junge",0
Hallo  Ist für diesen Zeitraum ein Zimmer frei?  Mit freundlichem Gruß   Bernd Löbke,0
"Guten Tag,    Ihr Angebot für ein Zweibettzimmer klingt sehr gut.  Wir würden gern einmal eine Nacht bei Ihnen in einem 2 Bett Appartment verbringen, um uns die Stadt Lüneburg anschauen zu können.  Wir planen dort hinzuziehen.  Wäre es möglich einmal von Samsrag auf Sonntag in solch einen 2 Bett Appartment zu übernachten?  Gern erwarte ich Ihr Angebot.    Beste Grüße aus Bremen    Marion Batouche",0
"Guten Tag, Ich suche für mindestens einen Monat ab 17.6. wenn möglich, gerne auch länger. Ist die Wohnung noch frei?  Viele Grüße,  Sven Wild",0
"Sehr geehrte Damen und Herren,  ich benötige vom 29.05. - 31.07.2024 eine 1 bis 2 Zimmer Wohnung in Freiburg (10 km). Ich habe in diesem Zeitraum beruflich in Freiburg zu tun. Der Preis sollte pro Monat max. bis 700,00 € sein.  Mit freundlichen Grüßen,  Tom Kaiser",0
Dzień dobry  czy jest dostępne mieszkanie?  Od 28.05.2024 do 28.06.2024,0
Ich trenne mich von meinem Freund...würden sie auch eine hoffentlich kurze Zeit  ein Zimmer vermieten..?,0
"Ich werde 3 Nächte bleiben d.h Dienstag, Mittwoch und Donnerstag.",0
"Hallo, ich benötige eine Unterkunft vom 5.6.24 für 2 Monate. Über eine Antwort würde ich mich sehr freuen. Mfg Karin Kunath",0
"Hallo, haben sie für uns drei ein Zimmer?",0
"wichtig für uns, 2 getrennte Schlafzimmer, wegen schnarchen, haben wir zu hause auch.  bitte komplettpreis angabe, bin Barzahler.  Danke !",0
"Guten Abend,    ich suche für vier unserer Hochzeitsgäste eine Ferienwohnung vom 14.06-16.06.2024. Ich weiß Sie haben eine Mindestmietdauer von einer Woche, aber würden Sie ggfs. auch eine Ausnahme machen?    Liebe Grüße  Sarah Accetti",0
Guten abend. Gibt's noch ein freies Doppelzimmer für den oben genannten Zeitraum? Lg Martina dallhammer,0
"Hallo! Wir suchen für 2 -4 Familien (2x3 Personen, 2x 4 Personen) Unterkünfte zum Kirchentag.   Haben Sie da noch was frei?   Herzliche Grüße  Sibylle Schier",0
"Hallo, ich suche eine Langzeitmiete für 2 Personen. Normalerweise arbeite ich 4-5 Wochen und dann haben wir 2 Wochen Urlaub, wenn wir in die Slowakei reisen. Ich bitte um ein Preisangebot",0
"Hallo, wir suchen eine Unterkunft für zwei Nächte mit Dusche und Toilette auf dem Zimmer. Über ein Angebot mit Preis für die Tage  würde ich mich sehr freuen.   Viele Grüße, Anna-Lena Dorn.",0
Hallo. Ich suche ein Zimmer vom 14.07-19.07 für einen Erwachsenen und 1 Kind.    Haben Sie zu diesem Zeitraum etwas frei?    Liebe Grüße,0
"Wir benötigen für 2 Personen eine zeitnahe regelmäßige Unterkunft, aufgrund einer Baustelle in der Region.",0
"Hallo! Wir suchen eine Unterkunft auf dem Weg zwischen Berlin und Rostock und würden gerne spät einchecken, gegen 21  Uhr. Ist das möglich? Viele Grüße, Katharina Overbeck",0
Wir suchen eine Unterkunft für 6 Personen,0
"Hallo,    wir benötigen für unsere 4 Bauarbeiter eine Monteurunterkunft mit der Option auf 3 weitere Wochen. Wir freuen uns über Ihre RÜckmeldung. Beste Grüße Jan Wempe",0
?,0
Bitte um Rückruf ob in diesem Zeitraum ein Doppelzimmer mit Frühstück zu Verfügung steht.  Mit freundlichen Grüßen   Werner Baumann,0
"Sehr geehrte Damen und Herren,    Ich bräuchte für unsere 7 Monteure vom 03.06.2024-28.06.2024 eine Unterkunft.   Eventuell würde es auch länger gehen.   Ich würde mich sehr auf eine Antwort von ihnen freuen ob sie was frei hätten und zu welchen Konditionen.  Mit freundlichen Grüßen  Lorin Dobrinjanca   Ading NRW GmbH",0
Sehr geehrte Damen und Herren   Ich hoffe das es Oki ist von der Buchung  Gruß Herr Qasem,0
"Hallo,  Ist die Wohnung vom 29. 05.2024 bis 02.06.2024 noch frei? Würde sie gerne mieten da ich Besuch bekomme.",0
Habt ihr noch Platz für 4 Personen in diesem Zeitraum?,0
Meine Freundin und ich möchten in der Woche wandern und suchen eine übernachtungsmöglichkeit für eine Nacht.,0
Kurze Frage: bis wann ist Check in möglich?   Ich komme Dienstag Abend und würde bis Donnerstag bleiben.   Lg  Valentine,0
"Good evening, Please i want to reuest for hotel reservation for three people single rooms .  Please kindly funish me with the necessary information .    Best regards   Obinwanne",0
Ich würde für mindestens eine Monate bleiben aber könnte länger sein.,0
Ich suche eine Unterkunft wegen meinem Praktikum. Deswegen würde ich für mindestens eine Monate bleiben.,0
Sehr geehrte Damen und Herren wäre für längere Zeit interessiert da ich als Altenpfleger in der Nähe anfangen zu arbeiten,0
"Hallo was würden zwei Übernachtungen kosten ,?",0
"Hallo, wir machen eine Familienradtour uns suchen vom Samstag auf Sonntag eine ruhige Unterkunft. Ist diese bei ihnen noch frei?",0
"hallo, wir sind 2 Personen (Rentner) und suchen für 14 Tage wenn möglich auch gerne 3 Wochen eine preiswerte Unterkunft. Sollten sie momentan für unsere Daten vom 09.06 - 23. 06 nichts frei haben könnten wir gern auch eine andere Zeit nehmen.- wenn sie was frei haben. ..für mindestens 2 Wochen. Bitte per WhatsApp oder Emailadresse schreiben. Wir kommen aus Südspanien und wollen unsere Heimat mal wieder besuchen MfG Hansen",0
"Sehr geehrte Damen und Herren,  da ich beruflich den ganzen Juli in Wehr zu tun habe, benötige ich eine Unterkunft.  Bitte kontaktieren Sie mich unter der Mail-Adresse, oder telefonisch, ob Sie eine Unterkunft frei haben.  Vielen Dank für Ihre Bemühungen.    MfG    Jens Bertram",0
Moin,0
Guten Abend     Ich wollte fragen ob sie auch für 1 Monat vermieten  Weil wir  wieder zurück nach Castrop möchte  und komme aus pinneberg und brauche eine Unterkunft für 1 Monate damit ich da schneller wohnung suchen kann.,0
"Haben Sie ein Zimmer frei in der nächsten Woche für 1 Ewachsenen ?  Für eine Nachricht wäre ich dankbar, freundliche Grüße, J.Schulz",0
Hallo ich möchte bei euch ein Zimmer buchen. Mit freundlichen Grüßen Stefan Vogel,0
Vom 28.05 bis 29.05,0
"Hallo, bin auf der Suche nach einem Einzelzimmer für ca 2-3Wochen. Mit freundlichen Grüßen Björn Klier",0
"Hallo, ich interessiere mich für die Anmietung eines Zimmers und würde gerne wissen, ob es ab Juni verfügbar ist. Danke",0
wir sind 4 monteur,0
"Hallo,   ich suche eine Unterkunft mit eigene Küche und Bad für 4 Monteure 27.05.-02.06.24 mit evtl . Verlängerung in Arnstadt.   Haben Sie in der Zeit was frei?    FG",0
"Hi there,  Me and a group of my friends (Fiance, a couple and a friend) are travelling around Europe. We come from New Zealand and are visiting Munich towards the end of our 3 month trip. We would love to be able to use your place as our accomodation from the 24th - 28th of September.  Hope to hear back soon.   Thanks Todd",0
Guten tag ich lebe im moment in bremen und werde nach nürnberg ziehen daher bräuchte ich für einen monat ein unterkunft bis ich eine wohnung finde ich bin eine person ich bräuchte ein zimmer für eine person Hätten sie sowas frei wie viel würde es mich kosten,0
"Hi there,  Me and a group of my friends (Fiance, a couple and a friend) are travelling around Europe. We come from New Zealand and are visiting Munich towards the end of our 3 month trip. We would love to be able to use your place/rent one apartment as our accomodation from the 24th - 28th of September.  Hope to hear back soon.   Thanks Todd",0
"Hallo,  Zunächst brauche ich ein einfaches Zimmer für die 3 Nächte oben.  Zweitens:  Dann würde ich gerne 1 Zimmer monatlich mieten z.B. ab Mitte Juni oder 1. Juli bis Ende August oder September oder sogar Oktober 2024 oder jeweils an den Wochenenden, weil ich in Stuttgart-Mitte bald arbeiten werde. Und ich stamme aus Besigheim, wohin ich auch immer wieder fahren werde.  Für die Umzugsvorbereitung bzw. für die Wohnungssuche (2 bis 3 Zimmer-Wohnung) zur Miete, ggf. auch Kauf muß / möchte ich eben vor Ort sein.   Dabei bitte ihr Angebot ohne Frühstück und ohne täglichen Zimmerservice kalkulieren. Brauche schlicht eine Übernachtungsmöglichkeit vor Ort.     Bitte um Angebote.      Mit freundlichen Grüßen / Kind regards     Dr. med. Thilo Lipkow   Goethestrasse 7, 78333 Stockach    Mobile phone : +49 15121104084   Mail : thilo.lipkow@constellium.com",0
Wenn das Zimmer frei wäre bitte ich Sie mir eine Nachricht zukommen zu lassen,0
"Hallo lieber Vermieter,  Ich suche eine Unterkunft für meine beiden Söhne , meinem Bruder und für mich vom 01.06.-02.06.24. Haben Sie noch was uns? Das wäre wunderbar! Vielen Dank für Ihre Rückmeldung.  Herzensgruß  Geralf Jansky",0
"Guten Tag, ich suche ruhiges Zimmer oder Doppelzimmer für mich alleine.   Ich komme allerdings am 15.06.erst spät an. Ca 22-23 Uhr",0
Gibt es eine Waschmaschine?,0
./.,0
"Wir sind drei Studenten und benötigen eine Unterkunft. Ich würde gerne wissen, ob Sie vom 11.07. bis 30.09. ein freies Zimmer haben. Mit freundlichen Grüßen Mariam Gurabanidze",0
"Guten Tag,  Ich bräuchte eine Unterkunft auch gern länger als eine Woche.   Ich muss derzeit nach Leipzig pendeln und bin auf ein Fahrrad angewiesen. Für mich wäre es vor allem als  schlafmöglichkeit sehr geeignet.  Vielleicht kann man ja bei einem Telefonat Genauere in Infos Bekommen.   Ich bin heute Ab 14:45 telefonisch erreichbar.   Über eine Email würde ich mich dennoch sehr freuen.  Mit freundlichen Grüßen, Otto.",0
"Hello Im intereset to rent that room, after this period maybe I can rent for longer.",0
"Hallo. Ich suche eine Unterkunft für unsere Mitarbeiter vom 7. bis 17. Juni. (8 Personen)  Bitte teilen Sie mir mit, ob Sie in diesen Zeitraum die Wochnung frei ist?. mfG Tomasz Hamczyk F-a Unicorn.  mob 015771801301",0
"Guten Morgen, ich möchte ab heute nach der Arbeit für einen längeren Zeitraum ein Einzelzimmer mieten.",0
Sehr geehrte Damen und Herren   Ich würde gerne für mich ein Zimmer für oben genannten Zeitraum Mieten. Ist es noch frei ? Was kostet es ?   Vielen Dank,0
"Hallo bitte Kontaktieren Sie mich, ich habe Zwei Waldarbeiter die eine Unterkunft benötigen. von Montags bis Freitags und eventuell 2 Wochen und länger.",0
"Guten Tag,  Ich möchte hiermit eine Buchungsanfrage für den Zeitraum vom So., 02.06.2024 bis Fr., 07.06 2024 stellen.  Die Gästeanzahl würde eine erwachsene Person mit Hund betragen.  Mit freundlichen Grüßen  Milena Gerken",0
"Sehr geehrte Damen und Herren,   für unsere 2 Mitarbeiter suchen wir Unterküfte, wie folgend:   Umgebung:   13585 Berlin,   Anreise:ab Dienstag 27.05.2024 bis 30.05.2024 Donnerstag- 3 Nächte mit der Möglichkeit einer Verlängerung   In Ewartung Ihrer Antwort verbleiben wir.   Mit freundlischen Grüßen   Ewa Potapczuk   ewa.p.bud@gmail.com   Kontakt: +49 17662566970",0
"Guten Tag,     We would like to get information about the apartment. We (2 women) are planning to arrive on 20th of June and leave on 22nd of June in Berlin to travel around the city.     Could you please give us detailed informations? As i understand, it is like airbnb, right?    Beste Grüße,",0
"Sehr geehrte Damen und Herren,   für unsere 2 Mitarbeiter suchen wir Unterküfte, wie folgend:   Umgebung:   13585 Berlin,   Anreise:ab Montag nachmittag 27.05.2024 bis 30.05.2024 Donnerstag- 3 Nächte mit der Möglichkeit einer Verlängerung   In Ewartung Ihrer Antwort verbleiben wir.   Mit freundlischen Grüßen   Ewa Potapczuk   ewa.p.bud@gmail.com   Kontakt: +49 17662566970",0
"Moin,  ist bei Ihnen noch ein Monteur Zimmer frei?",0
"Hallo Frau Elena,  Ich hatte gern ein Zimmer vermieten.  Gruss Attila Horvath (Slovakia)     +421940195959",0
"Guten Morgen, würde mich für ein Einzelzimmer für die Mietdauer von 1 bis max. 3 Monate interessieren. LG Marion",0
"Hallo,    ich suche für 6 meiner Mitarbeiter für ein Bauvorhaben in Wittenburg zum o.g. Zeitpunkt eine Unterkunft. Ich freue mich über Rückmeldung.",0
Eine zimmer für 2 personen,0
Suche Ein Einzelzimmer für unter 30 Euro für vorerst diesen Zeitraum   Mfg   Florian timm,0
"Guten Tag meine Damen und Herren.  Wir suchen Ubernachtung im Ludwigsfelde ab dem 02.06.2024 bis zum 08.06.2024.  Wir werden auf die Baustelle BER 12 am Uferring 7 im Ludwigsfelde tatig.  Wir benoetigen 3 x Doppelzimmer und 1 Einzellzimmer,   Erbitten Ihr verbindliches Angebot.  Unsere Preisvorstellung liegt bei den auf Ihrer Webseite gegebenen Preisen.",0
sehr geehrte Damen vund herren ich bin in einer großen notlage ich brsuchr bis Sonntag diese eoche eine unterkunft habe auch arbeit in freilassing und mit in großer notlage bitte um Rückantwort   mit freundlichen Grüße  susanne Bost,0
"Ich brauche eine Doppelzimmer vom 24.10.2024 fuer 2 Naechte zwei Persohne, Haben sie frei und was kostet ?  Mfg  stevan Srdanov",0
Ich suche eine Unterkunft wegen meinem Praktikum. Deswegen würde ich für mindestens eine Monate bleiben. Welches Zeitraum wäre möglich und wie sieht den Preis aus?  Lg  Valentine,0
"Guten Morgen,  Ich suche vom 2. bis 16. Juni eine Wohnung für 4 Mitarbeiter im Raum Münster mit der Möglichkeit der Verlängerung, bitte kontaktieren Sie mich per E-Mail",0
"Dear all,    We are looking for accomodation from 28.05.2024 until 31.05.2024 for 3 employees who will work in Klagenfurt. They need seperate beds, private bathroom and parking.    Please send us an offer as soon as possible if you have free capacity.",0
"Hallo,    wir sind auf der Suche nach einer Unterkunft für bis zu 4 Person im Zeitraum vom 02. Juni 2024 bis zum 20. Dezember 2024.   Wenn sie was frei haben, dann melden sie sich bitte bei mir.   Für weitere Informationen stehe ich Ihnen gerne zur Verfügung.      Mit freundlichen Grüßen    i.A. Sven Heine    Allinq Infra GmbH  An der Eßseite 183  48599 Gronau    Telefon:        +49 2562 815 972- 0  Durchwahl:  +49 2562 815 972- 52  Mobile:         +49 151 441 444 52  E-Mail:           s.heine@allinqinfra.de    Amtsgericht Steinfurt  HRB 13370    Geschäftsführer  Johannes Leonardus Pijnacker  Feddo Hazewindus",0
Hallo . Ich suche für einen längeren Zeitraum ein Einzelzimmer. Ob es möglich ist ?,0
"Hallo, können Sie mir bitte sagen was drei Doppelzimmer vom 02.06 bis 25.06 kosten würden und ob sie frei wehren.     Mit freundlichen Grüßen   Carlo Rokov",0
"Moin,    Ich suche kurzfristig für zwi Nächte ein Einzelzimmer.    Mit freundlichen Grüßen     Rüdiger Flemer",0
"Sehr geehrte Damen und Herren,  ich schreibe an Sie, weil ich die Anzeige gesehen habe und suche gerade ein Zimmer. Ich brächte das Zimmer für mindestens 2 Monate. Ich möchte wissen, ob es im Zeitraum passt und wie hoch die Miete wäre. Ich freue mich auf Ihre Rückmeldung.    Mit freundlichen Grüßen  Stephy Pone",0
"Sehr geehrte Damen und Herren,  ich schreibe an Sie, weil ich die Anzeige gesehen habe und suche gerade ein Zimmer. Ich bräuchte ein Einzelzimmer für mindestens 2 Monate. Ich möchte wissen, ob es im Zeitraum passt und wie hoch die Miete wäre. Ich freue mich auf Ihre Rückmeldung.    Mit freundlichen Grüßen  Stephy Pone",0
"Guten Tag, würden gerne 1 Zimmer nehmen. Wir würden es privat anmieten wäre dies möglich?  Viele Grüße Angelika Petry",0
Wir suchen für unsere Leiharbeiter eine Unterkunft ab 03.04.2024 für mindestens 3 Wochen    Firma Emil Güller OHG,0
Hallo!  Haben Sie für den genannten Zeitraum 4 gepflegte Einzelzimmer in seriöser Umgebung frei?  Frendliche Grüße,0
"Hallo,  Wir suchen Unterkunft für 20 Arbeiter und ein Projektleiter im Zeitraum 12.08 – 11.12.2024 rund um Reinbek / Hamburg Bergedorf.  Für die 20 Arbeiter sollen vorhanden sein: Kochmöglichkeiten, Waschanlage, PKW Parkplatz für drei Transporter, ein Badezimmer pro 3-4 Arbeiter.  Für den Projektleiter: separate Unterkunft, nicht dieselbe Anschrift wie die Arbeiter, mit Koch- und Waschanlagen, ein PKW Parkplatz.  Bitte unbedingt klare Photos von den Unterkünften verschicken, ohne klare Photos und Informationen über die Ausstattungen und Wohnungen können wir nicht bei Ihnen buchen!  Vielen Dank,  Vlad Virtejanu  Bawi Construction",0
"Hallo , würde gerne ab heute bis Do für 4 Mann buchen .   Die nächsten Wochen hätten wir auch Interesse .   Bitte um Rückmeldung     LG",0
"Hi! Wir sind an diesem Wochenende auf eine Hochzeit eingeladen und hoffen irgendwo in Neukölln noch eine schöne Unterkunft zu finden. Wir wären zwei Erwachsene und ein 4jähriger, der bei uns im Bett schlafen kann.   Vielleicht hab ich ja Glück und es ist noch was frei..   vielen Dank für die Auskunft und herzliche Grüße   Julia Kolski",0
"Werter Vermieter, ich benötige für 4 Mitarbeiter unserer Firma Übernachtungsmöglichkeiten vom 10.06.2024 bis voraussichtlich dem 15.08.2024.  Könnten Sie mir eine Monatspauschale für 4 Personen nennen?  Mit freundlichen Grüßen  Christin Hartmann  Sperber Klempner GmbH & Co. KG  Hauptstraße 20  07333 Unterwellenborn  OT Langenschade",0
"Sehr geehrter Herr Dammerhuber,  wir brauchen 2x EZ zu der oben genannten Zeit, hätten Sie da noch etwas frei?  Bitte gerne kurz per Mail oder telefonisch Bescheid geben.  Vielen Dank im Voraus!    Mit freundlichen Grüßen  Pozidis Liliana",0
"Werter Vermieter, ich benötige für 4 Mitarbeiter unserer Firma Übernachtungsmöglichkeiten vom 10.06.2024 bis voraussichtlich dem 15.08.2024 in Worms.  Könnten Sie mir eine Monatspauschale für 4 Personen nennen?  Mit freundlichen Grüßen  Christin Hartmann  Sperber Klempner GmbH & Co. KG  Hauptstraße 20  07333 Unterwellenborn  OT Langenschade",0
"Guten Tag, bitte ich suche die Unterkunf in Raum D-72 Metzingen.  12.6 - 22.6 für 3Personen  16.6 - 22.6 für 2Personen  Es kann Wohnung für 5 sein - die Männer sind von einer Firma    Haben Sie eventuell was frei?  Danke Olina",0
"Hallo, für diesen Zeitraum brauche ich ein Zimmer. Wäre eins verfügbar.  Bei Fragen gerne anrufen.    Viele Grüße,  Agnes Shabani",0
"Guten Tag!    Ich benötige eine Unterkunft für eine Person.  Zeitraum: 02.-09.06. mit Verlängerung auf Monatsmiete, sogar bis zum Jahresende.  In der nahe der Steinach.  Vorzugsweise ein separates, kleines Apartment mit Zugang zu eigenem Bad und eigener Küche. Waschmaschine und Internet sind willkommen.  Haben Sie so etwas für mich?  Was ist der Preis?  Vielen Dank im Voraus.      --   Pozdrawiam/ Mit freundlichen Grüßen / Best regards,  Edyta Strelczuk  TechnoCon Elektrotechnik GmbH",0
"Sehr geehrte Damen und Herren,  ich suche für meinen Mitarbeiter und deren Freundin eine Wohnung von Juni bis Ende Juli bzw. bis Ende September. Die Übernachtungen wären von Montag bis Donnerstag. Bitte senden sie mir eine Rückmeldung, vielen Dank.  Firma Grötz GmbH & Co. KG",0
"Guten Tag sehr geehrtes Team,     wir benötigen für 5 Personen erstmal eine Woche und danach bis insgesamt 4 Wochen für 4 Personen die Zimmer.  Sind diese zu dieser Zeit frei? Und bekommt man noch einen kleinen Rabatt?",0
"Guten tag,    Wir suchen nach eine  Wohnungen für insgesamt 6 Monteure in  Uelzen 29525   mit eigener Küche und eigenem Bad, Internet Waschmaschine, Internet.  Check in: 02-06-2024  Check out: 09-06-2024  mit Verlängerungsmöglichkeit      Bitte senden Sie uns Bilder, Preis und Adresse der Unterkunft .  Vielen Dank.",0
Hello. I looking for 2 rooms from 28.05 till 3.06.  For 2 person. Do you have 2 free rooms?,0
"Hello. I looking at room , 3 person 31.05-28.06.  How is price ? Best regards",0
"Guten Morgen,   wir sind ein Personaldienstleister für Pflegekräfte und benötigen ab dem 01.06. - 16.06. eine Unterkunft für unsere Mitarbeiterin. Wäre hier noch etwas frei?   Mit freundlichen Grüße  Stefanie Eisen   P_WERK GmbH Esslingen",0
"Wir, (Fa. Curato Services GmbH & Co. KG) suchen für 8 Personen eine Unterkunft in Hannover. Die Unterkunft ist langfristig geplant.  Bitte lassen Sie uns ein unverbindliches Angebot per Email zukommen.",0
"Wir, (Fa. Curato Services GmbH & Co. KG) suchen für 8 Personen eine Unterkunft in Hannover. Die Unterkunft ist langfristig geplant.  Bitte lassen Sie uns ein unverbindliches Angebot per Email zukommen.  Die An- und Abreise Daten können auch variieren, da benötigen wir Info von Ihnen ab wann Sie freie Plätze haben..",0
"Sehr geehrte Damen und Herren,    wir benötigen bitte für drei Mitarbeiter je ein Einzelzimmer.  DIe Küche ist zur allgemeinen Nutzung, habe ich das richtig gesehen?  Haben Sie 3 Einzelzimmer in dem genannten Zeitraum frei?    Vielen Dank vorab!  Mit freundlichen Grüßen    Diana Winter  Jaeger Maler Plus GmbH + Co KG Leipzig",0
"Sehr geehrte Damen und Herren,     ich benötige für 4 Kollegen 4 Einzelzimmer mit Bad zum benannten Zeitraum? Ist bei Ihnen etwas verfügbar und zu welchem Preis? Gibt es Frühstück und kostenlose Parkplätze (Transporter)? Ich bitte um zeitnahe Information und verbleibe m    mit freundlichen Grüßen     Claudia Härtel",0
"Guten Morgen Frau Heitzler,  wir sind ein Personaldienstleister für Pflegekräfte und benötigen ab dem 01.06. - 16.06. eine Unterkunft für unsere Mitarbeiterin. Wäre hier noch etwas frei?   Mit freundlichen Grüße  Stefanie Eisen   P_WERK GmbH Esslingen",0
"Guten Morgen Familie Rißler,  wir sind ein Personaldienstleister für Pflegekräfte und benötigen ab dem 01.06. - 16.06. eine Unterkunft für unsere Mitarbeiterin. Wäre hier noch etwas frei?   Mit freundlichen Grüße  Stefanie Eisen   P_WERK GmbH Esslingen",0
Jetz4nschte27-30,0
"Guten Tag, haben Sie im angegebenen Zeitraum noch ein Doppelzimmer frei?  Könnten Sie mir den Gesamtpreis für die zwei Tage nennen?    Mit freundlichen Grüßen Nicole Reichl",0
"Guten Morgen,    ich würde gerne den o. g. Zeitraum mit meinem Hund bei Ihnen ein Einzelzimmer buchen.  Ist dieses bei Ihnen möglich?    Mit freundlichen Grüßen    Meike Schneider",0
"Hallo,  Ich suche eine Unterkunft für eine Person vom 27.05. bis 31.05. in Hennigsdorf oder Umgebung.  MfG  Mariusz Kalinowski  Welding Service Sp. z o.o.",0
"Sehr geehrte Damen und Herren,     wir benötigen für unsere 5 Monteure, wenn möglich getrennte Betten ansonsten EZ ab 03.06.2024 bis 31.08.2024.  Können Sie mir hierzu den Preis/ pro Person/Nacht (ohne Frühstück ) bekanntgeben.  Können wir uns eine  pauschale Summe pro Monat ausmachen?                  Bitte das Angebot an die Mail- Adresse yovana.tasevska@hgi.at senden.     Vielen Dank!      Mit freundlichen Grüßen    Yovana Tasevska  Assistenz der Geschäftsführung    HGI Elektrotechnik GmbH  Randlstraße 9  A-4061 Pasching",0
"Hello, I am writing you to make an inquiry related to your services.    I would need accommodation for 6 people ideally in 6 single-bed rooms from the 3rd of June until the 15th of August, and potentially further in case their project gets extended. Firstly, I want to check availability and the price per night per person. May I also ask how you manage their stay if they temporarily come back to Slovakia for breaks. Can you offer them rooms after each time they return, or it is advised to book the rooms for the whole time of their project´s duration.     Thank You in advance,  Mgr. Peter Lorincz",0
Guten Tag wir suchen für unsere Mitarbeiter für die 3 bzw 4 Tagen eine Schlafmöglichkeit.   Es werden zwischen 15 und 20 Personen sein.     Liebe Grüße   Jessica Schmidt,0
"Ein nettes Hallo  Wir möchten gerne wissen,  ob auch Hunde erlaubt sind?  Über ein Feedback freuen wir uns.  Eine schöne Woche und viele Grüße   Fam. Hüffel  Der Zeitraum ist nur gewählt um die Frage senden zu können;0)",0
"Guten Tag,  Aufgrund von Berufsschule bin ich auf der Suche mit meinem Arbeitskollegen nach einer Wohnung in Mönchengladbach ab Juni 2024 für insgesamt fünf Wochen.  Unter guten Vorraussetzungen wäre ein langfristiges Engagement denkbar.  Mit freundlichen Grüßen",0
"Guten Tag,    Ich wollte gerne fragen  haben Sie etwas frei ab 3.6.2024 fur vier Manner die kommen nach Kirchheim .Die wollten gerne vier Einzelzimmer haben wenn es moglich ist ...Die sollten bis 19.6 eventuell bleiben .  Bitte um eine kleine Antwort     LG Eva Jostiakova",0
"Guten Tag,    ich bin auf der Suche nach einer Unterkunft für unsere 3 Monteur ab 02.06.2024.    Der Auftrag wird vermutlich länger laufen - haben Sie den aktuell freie Kapazitäten?    Ich freue mich auf Ihre Rückmeldung und verbleibe!    Herzliche Grüße aus Roding!    Svenja Achatz  INDUSTRIEMONTAGE RODING",0
"Guten Tag,  ich suche für den gewählten Zeitraum die Untekunft für 3 Personen.     MfG    Robert Dulski",0
"Hallo, wir benötigen noch eine Unterkunft für zwei Mitarbeiter in der Nähe von Rastede. Unterkunft zur allein Nutzung mit zwei Schlafzimmern. Haben sie Ihre Wohnung für den Zeitraum noch frei? Evtl würden wir die Wohnung auch den ganzen Juni über mieten wenn das geht. Ich bitte um kurze Rückmeldung. Danke  MfG  Steinwedel Ines",0
"Guten Tag,  Aufgrund von Berufsschule bin ich auf der Suche mit meinem Arbeitskollegen nach einer Wohnung in Mönchengladbach ab Juni 2024 für insgesamt fünf Wochen.  Dementsprechend wäre es gut, wenn wir die Wohnung jeweils von Sonntag bis einschließlich Freitag mieten könnten.  Unter guten Vorraussetzungen wäre ein langfristiges Engagement denkbar.  Mit freundlichen Grüßen",0
"Sehr geehrten Damen und Herren,  wir benötigen eine Unterkunft für 3 Monteure.  Haben Sie zu dem angegebenen Zeitraum noch was frei?  Mit freundlichen Grüßen  i.A. Marianne Schülke  Werner Diener GmbH & Co.",0
"Hello, I am writing you to make an inquiry related to your services.    I would need accommodation for 3 people ideally in 3 single-bed rooms from the 3rd of June until the 15th of August, and potentially further in case their project gets extended. Firstly, I want to check availability and the price per night per person. May I also ask how you manage their stay if they temporarily come back to Slovakia for breaks. Can you offer them rooms after each time they return, or it is advised to book the rooms for the whole time of their project´s duration.     Thank You in advance,  Mgr. Peter Lorincz",0
Anfrage für ein Einzelzimmer. Danke im Voraus.,0
Guten Tag     Ist es möglich die Wohnung über längere Zeit zu beziehen bzw das Zimmer je nach dem und an schau bar ?     MfG,0
"Guten Tag,  Suche Zimmer ab sofort oder 1.06 in Bamberg oder zentraler Umgebung zur Überbrückung bis zum 1.07.2024.  Die vollen Mietkosten hierfür entrichte ich im voraus.  Herzliche Grüsse,  Bastian Placzek",0
"Sehr geehrte Damen und Herren,    wir benötigen bitte für drei Mitarbeiter je ein Einzelzimmer.  Der eine Mitarbeiter würde von Sonntag, den 02.06.bis Mittwoch, den 05.06.2024 bleiben und dann vom 11.06. durchgängig bis 05.07.2024 bleiben.  Die anderen beiden Mitarbeiter würden Montag, den 03.06. anreisen und bis Donnerstag, den 06.06.2024 bleiben. DIe Herren würden dann immer montags bis donnerstags da sein, das gilt von der 23. KW bis zur 27.KW. Evtl. auch länger.  Haben Sie 3 Einzelzimmer in den genannten Zeiträumen frei?  Vielen Dank vorab!  Mit freundlichen Grüßen    Diana Winter  Jaeger Maler Plus GmbH + Co KG Leipzig",0
